0.0559272	0.0046606	0.046606	0.04349893	0.01708887	0.03573126	0.02641006	0.02951713	0.02485653	0.04815953	0.00776767	0.03107066	0.09321199	0.02174946	0.06680193	0.08389079	0.023303	0.046606	0.00310707	0.02174946	0.13047295	0.13781291
0.14400089	0.00329773	0.02088563	0.01758789	0.01648865	0.06705385	0.0076947	0.00659546	0.02088563	0.04067201	0.01429016	0.01868714	0.04946595	0.05496217	0.04506898	0.09673342	0.02967957	0.02858033	0.00109924	0.05166444	0.13150678	0.13309937
0.05035743	0.00656836	0.03503126	0.03503126	0.03941016	0.0613047	0.01751563	0.04378907	0.03941016	0.04597853	0.02408399	0.04816798	0.02627344	0.02627344	0.04378907	0.06349415	0.03503126	0.04597853	0.00437891	0.02189454	0.14466602	0.14157211
0.04078507	0.00906335	0.04531674	0.04229562	0.03021116	0.05135897	0.01359502	0.02567949	0.04229562	0.05286953	0.02416893	0.0287006	0.04984841	0.03927451	0.06042232	0.04531674	0.03625339	0.05891176	0.00302112	0.0181267	0.14098839	0.14149655
0.09204997	0.00800435	0.02934927	0.02001086	0.01734275	0.09338403	0.01867681	0.01734275	0.02534709	0.04669202	0.01600869	0.02534709	0.08537969	0.03868767	0.03068332	0.09872026	0.01734275	0.02134492	0.00400217	0.03201738	0.12894774	0.13331841
0.04331913	0.0039381	0.05119534	0.03806833	0.02100322	0.08532556	0.01575241	0.02100322	0.02100322	0.03806833	0.01050161	0.01969051	0.1338955	0.02362862	0.06563505	0.05250804	0.02625402	0.02887942	0.0026254	0.02100322	0.13753408	0.13916767
0.05251206	0.00308894	0.02316708	0.08185703	0.03397839	0.05251206	0.02162261	0.02316708	0.04170075	0.04787864	0.03552286	0.02625603	0.05714547	0.06486783	0.07104572	0.02007814	0.03243392	0.02934497	0.00154447	0.00772236	0.13644179	0.1361118
0.03955617	0.03280268	0.05113359	0.05981665	0.02990832	0.03666182	0.01640134	0.03569703	0.05788708	0.04052095	0.0125422	0.0376266	0.04438009	0.03183789	0.0501688	0.04823923	0.03280268	0.03376746	0.00675349	0.02122526	0.13663304	0.14363763
0.0438412	0.01826716	0.03653433	0.05480149	0.02009388	0.04201448	0.0219206	0.01461373	0.03653433	0.05845493	0.0219206	0.02557403	0.08220224	0.02740075	0.04749463	0.06941523	0.04018776	0.0328809	0.00730687	0.01644045	0.13900471	0.14309571
0.07104433	0.00409871	0.03415593	0.02322603	0.03278969	0.05191701	0.02049356	0.03962087	0.04508582	0.07241056	0.01639484	0.05055077	0.03825464	0.03962087	0.02459227	0.06421314	0.03142345	0.05191701	0.0	0.01366237	0.13875372	0.13577442
