0.02162823	0.01622117	0.02433176	0.05136705	0.04595999	0.06218116	0.02162823	0.00811059	0.01622117	0.07029175	0.01351764	0.02162823	0.03244235	0.02973882	0.05677411	0.05947763	0.04866352	0.07840234	0.01081412	0.02973882	0.13764519	0.14321614
0.08174912	0.00207837	0.01731973	0.0256332	0.00484952	0.03394667	0.02494041	0.04295293	0.03048272	0.04226014	0.0193981	0.02286204	0.09144817	0.04710966	0.03117551	0.07482123	0.06650776	0.05611592	0.00138558	0.00900626	0.13573355	0.13822342
0.05484448	0.01424532	0.02564158	0.03205197	0.02920291	0.05270768	0.01923118	0.03632557	0.02635384	0.04629729	0.01780665	0.02635384	0.05270768	0.04914635	0.04914635	0.04772182	0.04416049	0.06125488	0.0042736	0.02421704	0.1436986	0.14261087
0.02420964	0.01109609	0.05144549	0.04135814	0.03934067	0.03227952	0.01008735	0.05850664	0.05346296	0.09078616	0.00605241	0.05144549	0.02723585	0.03026205	0.01613976	0.06960272	0.04942802	0.03227952	0.00302621	0.02118344	0.14189134	0.1388805
0.05900903	0.00380703	0.03807034	0.06662309	0.02474572	0.04568441	0.01522814	0.07423716	0.05710551	0.04758792	0.00571055	0.04949144	0.03045627	0.01332462	0.03426331	0.06471958	0.04187737	0.04187737	0.0	0.0114211	0.13535993	0.1394001
0.044857	0.01035162	0.04658227	0.044857	0.02932958	0.04830754	0.01552742	0.03450538	0.03450538	0.05175808	0.01897796	0.02760431	0.04658227	0.03795592	0.05693388	0.04658227	0.03623065	0.06383496	0.00172527	0.02070323	0.14057165	0.14171636
0.09035327	0.0	0.03206084	0.11512756	0.02768891	0.04371933	0.00728655	0.0408047	0.04809126	0.0539205	0.01165849	0.01603042	0.03206084	0.04371933	0.0262316	0.02185966	0.03934739	0.0670363	0.00437193	0.00291462	0.13680092	0.13891558
0.03224954	0.00767846	0.05067785	0.05067785	0.019964	0.08599877	0.00614277	0.05374923	0.03378523	0.04453508	0.01842831	0.01842831	0.06296339	0.03224954	0.05528493	0.04914216	0.03685662	0.02149969	0.00460708	0.02610677	0.14473783	0.14423658
0.04925988	0.00703713	0.03800048	0.0337782	0.0281485	0.0337782	0.02111138	0.0337782	0.04363018	0.06614898	0.0112594	0.03800048	0.03096335	0.0337782	0.04644503	0.07318611	0.04925988	0.05348215	0.00985198	0.02111138	0.13740028	0.14059064
0.05666571	0.01176081	0.03742075	0.04597407	0.0299366	0.05131989	0.02886744	0.05559655	0.02672911	0.06735736	0.00962248	0.0299366	0.03742075	0.02138329	0.0481124	0.03848992	0.02886744	0.04490491	0.01069164	0.02459078	0.14569571	0.14865576
0.033367	0.0	0.02502525	0.05005049	0.033367	0.05839224	0.00834175	0.04170874	0.05005049	0.07507574	0.02502525	0.05839224	0.0	0.0166835	0.0166835	0.10010099	0.05005049	0.05005049	0.0	0.02502525	0.13331401	0.14929559
0.0567236	0.00496331	0.05388742	0.0709045	0.01347185	0.02339848	0.0283618	0.02694371	0.05743264	0.04608792	0.01559899	0.03403416	0.05317837	0.05246933	0.0425427	0.05246933	0.04679697	0.04183365	0.00496331	0.01063567	0.13166205	0.13164023
0.05454217	0.01974803	0.03949605	0.07240943	0.01880764	0.03291338	0.01786726	0.02162879	0.03855567	0.06206522	0.01692688	0.02256917	0.05548255	0.04043643	0.03103261	0.06676713	0.05360178	0.04889987	0.00094038	0.01222497	0.13659614	0.13648844
0.0519197	0.0	0.04975638	0.08869615	0.01946989	0.0411031	0.00865328	0.0411031	0.02595985	0.09518612	0.0108166	0.02812317	0.01730657	0.03244981	0.07355291	0.02812317	0.03677645	0.04326642	0.00648996	0.01514325	0.14210359	0.14400054
