0.07188765	0.04530735	0.04289095	0.06463848	0.05134832	0.0289967	0.00604098	0.0592016	0.04349505	0.02174753	0.02295572	0.04651554	0.0573893	0.04953603	0.06282619	0.09665567	0.09513611	0.13343082
0.04272921	0.03647616	0.06982578	0.02779136	0.05558271	0.07260492	0.01598003	0.0646149	0.06114098	0.04724531	0.06669926	0.03334963	0.01702221	0.05245619	0.0562775	0.03856051	0.10225923	0.13938412
0.0759968	0.04032483	0.04342674	0.0620382	0.04807961	0.03722292	0.01706051	0.04652865	0.04187579	0.02791719	0.03257006	0.03722292	0.05583438	0.04342674	0.0449777	0.10391399	0.09782872	0.14375425
0.08731505	0.03847049	0.04171239	0.07110557	0.05338321	0.03717373	0.00216126	0.06116376	0.0352286	0.02528678	0.02507066	0.03241895	0.06267664	0.05273483	0.04906068	0.10028263	0.09230091	0.13245384
0.08496134	0.04434795	0.05088344	0.05695211	0.06302078	0.05555165	0.00606867	0.06115349	0.04574842	0.03781247	0.02754241	0.02800923	0.04388113	0.04808252	0.05415119	0.06115349	0.09647031	0.13420941
0.03963695	0.0321196	0.05603845	0.03416979	0.05603845	0.06150562	0.04647091	0.04442072	0.04442072	0.07654032	0.08337428	0.0314362	0.02186866	0.03895356	0.04920449	0.0321196	0.10979413	0.14188754
0.07549812	0.03060734	0.05305273	0.04489077	0.05305273	0.03774906	0.01326318	0.04489077	0.04693126	0.04387053	0.04183004	0.05305273	0.02856686	0.03774906	0.07651836	0.07039689	0.10385139	0.14422817
0.07240281	0.03819676	0.05415958	0.05758019	0.05586989	0.04446787	0.00342061	0.05073898	0.05073898	0.03249575	0.04047716	0.03705656	0.04332767	0.03933696	0.062141	0.08608523	0.09497999	0.13652401
0.06599696	0.03999816	0.05319755	0.05519746	0.04819778	0.03319847	0.00919958	0.05819732	0.04699783	0.03119856	0.0455979	0.04619787	0.05319755	0.04439795	0.06179715	0.07479655	0.09700864	0.13562673
0.05020762	0.03870969	0.06707125	0.03487705	0.0590227	0.06458003	0.02912809	0.04675824	0.05921433	0.05557332	0.06764615	0.0316193	0.02222933	0.04081765	0.05020762	0.04081765	0.10413455	0.13738543
0.05983029	0.0378713	0.05187413	0.05887555	0.0591938	0.03882604	0.01368459	0.05346536	0.04455447	0.0378713	0.03882604	0.03596182	0.04455447	0.05060115	0.05282887	0.08210752	0.10082191	0.13825139
0.07294064	0.0336442	0.06217449	0.04360289	0.04306458	0.04171881	0.01130445	0.05706057	0.05463819	0.03498997	0.05652226	0.04225712	0.04171881	0.04279543	0.05813719	0.0627128	0.09995118	0.14076641
0.07416391	0.03797765	0.05804132	0.04657637	0.060191	0.03475314	0.00788215	0.05087572	0.04693465	0.03976905	0.04012733	0.04371013	0.03582797	0.04084389	0.06449035	0.07989638	0.0987803	0.13915869
0.07050532	0.03504889	0.0595016	0.05868651	0.05175824	0.0423847	0.004483	0.0513507	0.05175824	0.02934326	0.03341871	0.04809033	0.04931297	0.04319979	0.06520723	0.08150904	0.09477544	0.12966603
0.06239576	0.03430134	0.04834855	0.04638847	0.05684221	0.06435584	0.00751363	0.06402916	0.03364798	0.04050824	0.042795	0.0411616	0.03887485	0.05324874	0.05945565	0.07415622	0.09601512	0.13596163
0.05687989	0.0366213	0.06077577	0.04830895	0.05571112	0.03856924	0.01402518	0.05064648	0.05726948	0.04207553	0.03973801	0.04285471	0.03233583	0.04168595	0.06778836	0.07246342	0.10259355	0.13965724
0.07171147	0.03917783	0.05292444	0.06964948	0.04948779	0.02886788	0.00435309	0.05406999	0.05063334	0.02291101	0.024973	0.04696758	0.06163062	0.04582202	0.06323439	0.08660363	0.09566548	0.13131696
0.04343635	0.02800029	0.06318014	0.03697474	0.04343635	0.04702613	0.00969241	0.06030832	0.0524108	0.04128248	0.0588724	0.05420569	0.03230803	0.0441543	0.07466744	0.07502642	0.0992644	0.13575332
0.07224404	0.04143408	0.05949509	0.04940217	0.05949509	0.03346599	0.01806101	0.04833976	0.06746318	0.03771564	0.04515252	0.03399719	0.02390428	0.04674614	0.06108871	0.05577665	0.10419553	0.14202294
0.09863771	0.04192103	0.04833248	0.06115538	0.05375755	0.02860494	0.00542507	0.04586654	0.04192103	0.02465943	0.01972754	0.04537335	0.05622349	0.03846871	0.05770306	0.10899467	0.09214004	0.13108799
